Dummy,Locality,Assemblage name,GeoLayer,Laboratory,Analysis number,Age,Pos. standard deviation,Neg. standard deviation,Dating method,Material dated,Date of analysis,Comments
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,"B4, micromammals",Layer B4,CEA-CNRS,46,64700,4000,4000,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,47,55600,4400,4400,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,49,70800,3800,3800,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,51,75900,5300,5300,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,52,66900,4900,4900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95501-2,70000,11000,11000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 01,Layer B1,CEA-CNRS,11,49000,4600,4600,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,12,70600,6900,6900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,37,61300,5200,5200,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,38,59400,5100,5100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,40,51600,3700,3700,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,41,58100,4100,4100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95505,53000,7000,7000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 02,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 03,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 04,Layer B4,CEA-CNRS,46,64700,4000,4000,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,47,55600,4400,4400,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,49,70800,3800,3800,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,51,75900,5300,5300,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,52,66900,4900,4900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95501-2,70000,11000,11000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 05,Layer B1,CEA-CNRS,11,49000,4600,4600,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,12,70600,6900,6900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,37,61300,5200,5200,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,38,59400,5100,5100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,40,51600,3700,3700,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,41,58100,4100,4100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95505,53000,7000,7000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 05,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 07,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 08,Layer B1,CEA-CNRS,11,49000,4600,4600,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,12,70600,6900,6900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,37,61300,5200,5200,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,38,59400,5100,5100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,40,51600,3700,3700,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,41,58100,4100,4100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95505,53000,7000,7000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 09,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 10,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 11,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 12,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 13,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 16,Layer B1,CEA-CNRS,11,49000,4600,4600,TL (thermoluminescence) dating,lithic burnt,2001,-
,,,,,,,,,,,,
,,,,CEA-CNRS,12,70600,6900,6900,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,37,61300,5200,5200,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,38,59400,5100,5100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,40,51600,3700,3700,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,41,58100,4100,4100,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,MESRL,95505,53000,7000,7000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 17,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Amud Cave,human remains 18,Layer B2,CEA-CNRS,10,53100,5500,5500,TL (thermoluminescence) dating,lithic burnt,2001,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,13,44500,3900,3900,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,26,55400,4000,4000,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,27,59500,4500,4500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,32,52700,5500,5500,TL (thermoluminescence) dating,lithic burnt,,-
,,,,,,,,,,,,
,,,,CEA-CNRS,62,52400,6800,6800,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,63,45600,3000,3000,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,CEA-CNRS,64,44100,3100,3100,TL (thermoluminescence) dating,lithic burnt,,Sample not included in calculation of weighted mean age
,,,,,,,,,,,,
,,,,MESRL,95506-8,61000,9000,9000,ESR (electron spin resonance) dating,tooth,,"coupled MS U-Series/ESR Age, material_dated: tooth enamel"
,Antu,Layer 1 fauna,Layer 1,-,-,-,-,-,-,-,-,-
,Antu,Layer 2 fauna,Layer 2,-,-,-,-,-,-,-,-,-
,Antu,Layer 3 fauna,Layer 3,-,-,-,-,-,-,-,-,-
,Antu,Layer 4 fauna,Layer 4,-,-,-,-,-,-,-,-,-
,Apidima Cave Gamma,Fauna,Cave breccia,-,3776A1,15300,4700,4700,U series (uranium-thorium) dating,tooth human,1989,average of 7 runs
,,,,,,,,,,,,
,,,,-,3776A2,12400,6100,6100,U series (uranium-thorium) dating,tooth human,,average of 10 runs
,,,,,,,,,,,,
,,,,-,3776A3,13700,5400,5400,U series (uranium-thorium) dating,tooth human,,average of 10 runs
,,,,,,,,,,,,
,,,,-,3776A4,10900,900,900,U series (uranium-thorium) dating,tooth human,,average of 22 runs
,,,,,,,,,,,,
,,,,-,3777-1,11000,900,900,U series (uranium-thorium) dating,tooth human,,average of 16 runs
,,,,,,,,,,,,
,,,,-,3777-2,10700,1100,1100,U series (uranium-thorium) dating,tooth human,,average of 19 runs
,,,,,,,,,,,,
,,,,-,3777-3,11000,1100,1100,U series (uranium-thorium) dating,tooth human,,average of 20 runs
,,,,,,,,,,,,
,,,,-,3777-4,10500,1000,1000,U series (uranium-thorium) dating,tooth human,,average of 18 runs
,,,,,,,,,,,,
,,,,-,APID-10,35000,10000,10000,ESR (electron spin resonance) dating,travertine,,"only range from 25-45 kyr presented in Liritzis & Maniatis 1989 for 1 sigma, location of samples not related directly to the finds"
,,,,,,,,,,,,
,,,,-,APID-30,25000,5000,5000,ESR (electron spin resonance) dating,travertine,,"only range from 20-30 kyr presented in Liritzis & Maniatis 1989 for 1 sigma, location of samples not related directly to the finds"
,Ararat-1 Cave,"Unit 2a, Fauna",Unit 2a,GrM,GrM-23370,354,21,21,14C (radiocarbon) dating,charcoal,2024,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23371,0,0,0,14C (radiocarbon) dating,charcoal,,"Modern intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2037,33400,2500,2500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Ararat-1 Cave,"Unit 2b, Fauna",Unit 2b,GrM,GrM-23367,1375,22,22,14C (radiocarbon) dating,charcoal,2024,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23368,275,19,19,14C (radiocarbon) dating,charcoal,,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23369,353,22,22,14C (radiocarbon) dating,charcoal,,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2038,35100,2500,2500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,MAMS,MAMS-48364,131,20,20,14C (radiocarbon) dating,bone,,"Intrusion, not used for age min/max of geological stratigraphy"
,Ararat-1 Cave,"Unit 2c, Fauna",Unit 2c,-,-,-,-,-,-,-,-,-
,Ararat-1 Cave,"Unit 2d, Fauna",Unit 2d,L-EVA,L-EVA 2039,45100,3000,3000,OSL (optically stimulated thermoluminescence) dating,sediment,2024,-
,Ararat-1 Cave,"Unit 3, Fauna",Unit 3,GrM,GrM-23366,39950,900,900,14C (radiocarbon) dating,charcoal,2024,-
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2040,44300,2900,2900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Ararat-1 Cave,"Unit 4, Fauna",Unit 4,L-EVA,L-EVA 2041,52400,3600,3600,OSL (optically stimulated thermoluminescence) dating,sediment,2024,-
,Ararat-1 Cave,"Unit 1, micromammals",Unit 1,-,-,-,-,-,-,-,-,-
,Ararat-1 Cave,"Unit 2a, micromammals",Unit 2a,GrM,GrM-23370,354,21,21,14C (radiocarbon) dating,charcoal,2024,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23371,0,0,0,14C (radiocarbon) dating,charcoal,,"Modern intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2037,33400,2500,2500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Ararat-1 Cave,"Unit 2b, micromammals",Unit 2b,GrM,GrM-23367,1375,22,22,14C (radiocarbon) dating,charcoal,2024,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23368,275,19,19,14C (radiocarbon) dating,charcoal,,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,GrM,GrM-23369,353,22,22,14C (radiocarbon) dating,charcoal,,"Intrusion, not used for age min/max of geological stratigraphy"
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2038,35100,2500,2500,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,,,,,,,,,,,,
,,,,MAMS,MAMS-48364,131,20,20,14C (radiocarbon) dating,bone,,"Intrusion, not used for age min/max of geological stratigraphy"
,Ararat-1 Cave,"Unit 2c, micromammals",Unit 2c,-,-,-,-,-,-,-,-,-
,Ararat-1 Cave,"Unit 2d, micromammals",Unit 2d,L-EVA,L-EVA 2039,45100,3000,3000,OSL (optically stimulated thermoluminescence) dating,sediment,2024,-
,Ararat-1 Cave,"Unit 3, micromammals",Unit 3,GrM,GrM-23366,39950,900,900,14C (radiocarbon) dating,charcoal,2024,-
,,,,,,,,,,,,
,,,,L-EVA,L-EVA 2040,44300,2900,2900,OSL (optically stimulated thermoluminescence) dating,sediment,,-
,Ararat-1 Cave,"Unit 4, micromammals",Unit 4,L-EVA,L-EVA 2041,52400,3600,3600,OSL (optically stimulated thermoluminescence) dating,sediment,2024,-
,Ararat-1 Cave,"Unit 5, micromammals",Unit 5,-,-,-,-,-,-,-,-,-
,Arbreda Cave,Arbreda Cave Archaeological Layer I Micromammal Fauna,Layer B1_Mousterian,-,-,-,-,-,-,-,-,-
,Arbreda Cave,Arbreda Cave Archaeological Layer H Micromammal Fauna,Layer B1_Proto-Aurignacian,-,-,-,-,-,-,-,-,-
