Locality;Country;Continent;Subcontinent;Locality_type;X;Y;Assemblage_name;Assemblage_id;Assemblage_category;Age_MIN;Age_MAX;Geolayer;Archaeological_category;Archaeological_culture;Technocomplex;Lithic_piece_number
La Chaise - Suard;France;Europe;Western Europe;cave;0.447;45.671;La Chaise - Suard Unit 53 Archaeological Assemblage;18;raw material, technology, typology;126000;287000;Unit 53;technology, typology;Middle Paleolithic;Mousterian - Eurasia;296
La Fabbrica;Italy;Europe;Southern Europe;cave;11.122;42.57;La Fabbrica Layer 1a-1c finds;1;raw material, technology, typology;41600#41600#41600#41600;46100#46100#46100#46100;Layer 1a#Layer 1b#Layer 1b1#Layer 1c;typology, technology;Middle Paleolithic;Mousterian - Eurasia;407
La Ferrassie_Grand Abri;France;Europe;Western Europe;rock shelter;0.938;44.952;La Ferrassie_Grand Abri Peyrony Unit D Archaeological Assemblage;10;miscellaneous finds, raw material, technology, typology;37400;48100;Peyrony Unit D;technology, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;-1
La Ferrassie_Grand Abri;France;Europe;Western Europe;rock shelter;0.938;44.952;La Ferrassie_Grand Abri Peyrony Unit C Archaeological Assemblage;11;feature, miscellaneous finds, organic tools, raw material, technology, typology;41800;57800;Peyrony Unit C;miscellaneous finds, typology, technology, feature, organic tools;Middle Paleolithic;Mousterian - Eurasia;-1
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 2 Arch. Assemblage;6;raw material, technology, typology;30000;70000;Unit 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;79
La Grotte Marcel Clouet;France;Europe;Western Europe;cave;-0.346;45.708;La Grotte Marcel Clouet Unit 3 Arch. Assemblage;7;raw material, technology, typology;30000;70000;Unit 3;typology, technology;Middle Paleolithic;Mousterian - Eurasia;49
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site II Lower Level Archaeological Assemblage;1;raw material, technology, typology;116000;126000;Site II Unit A1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1783
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site I-III Lower Level Archaeological Assemblage;2;raw material, technology, typology;116000;126000;Site I-III Unit A1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1399
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site I-III Unit C2 feature;3;feature;11780;116000;Site I-III Unit C2;feature;Middle Paleolithic;Mousterian - Eurasia;-1
La Hougue;France;Europe;Western Europe;open air;-1.275;49.572;La Hougue Site II Unit C3-C2 feature;4;feature;11780#11780;116000#116000;Site II Unit C2#Site II Unit C3;feature;Middle Paleolithic;Mousterian - Eurasia;-1
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics 2a;1;raw material, technology, typology;40000;45000;Unit 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;41
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics C;10;raw material, technology, typology;45000;55000;Unit C;typology, technology;Middle Paleolithic;Mousterian - Eurasia;576
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics D;11;raw material, technology, typology;55000;65000;Unit D;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1232
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics E;12;raw material, technology, typology;55000;65000;Unit E;typology, technology;Middle Paleolithic;Mousterian - Eurasia;526
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics F;13;raw material, technology, typology;55000;65000;Unit F;typology, technology;Middle Paleolithic;Mousterian - Eurasia;161
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics G2;15;raw material, technology, typology;60000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;583
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics G3;16;raw material, technology, typology;60000;71000;Unit G;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1307
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics J-K;17;raw material, technology, typology;60000;71000;Unit J-K;typology, technology;Middle Paleolithic;Mousterian - Eurasia;16
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics L;18;raw material, technology, typology;60000;71000;Unit L;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2232
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics L1;19;raw material, technology, typology;60000;71000;Unit L;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1231
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics 2b;2;raw material, technology, typology;40000;45000;Unit 2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;80
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M1;20;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1753
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M2;21;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;564
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics M3;22;raw material, technology, typology;60000;71000;Unit M;technology, typology;Middle Paleolithic;Mousterian - Eurasia;62
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics N;23;raw material, technology, typology;60000;71000;Unit N;technology, typology;Middle Paleolithic;Mousterian - Eurasia;274
La Quina - Amont;France;Europe;Western Europe;collapsed shelter;0.295;45.508;Lithics OP;24;raw material, technology, typology;60000;71000;Unit O;technology, typology;Middle Paleolithic;Mousterian - Eurasia;31
La Rochette;France;Europe;Western Europe;rock shelter;1.104;45.012;La Rochette Unit 7 Archaeological Assemblage;1;miscellaneous finds, raw material, technology, typology;30300;55900;Unit 7;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;3432
La Rochette;France;Europe;Western Europe;rock shelter;1.104;45.012;La Rochette Unit 8+9 Archaeological Assemblage;2;raw material, technology, typology;30300#30300;350000#350000;Unit 8#Unit 9;typology, technology;Middle Paleolithic;Mousterian - Eurasia;753
La Rochette;France;Europe;Western Europe;rock shelter;1.104;45.012;La Rochette Unit 10 Archaeological Assemblage;3;miscellaneous finds, raw material, technology, typology;30300;350000;Unit 10;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;137
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH A Archaeological Assemblage;1;raw material, technology, typology;29000;126000;Ensemble I;typology, technology;Middle Paleolithic;Mousterian - Eurasia;2210
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH Bs Archaeological Assemblage;2;raw material, technology, typology;29000;126000;Ensemble I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;233
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH B Archaeological Assemblage;3;raw material, technology, typology;29000;126000;Ensemble II;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2757
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH Bb Archaeological Assemblage;4;raw material, technology, typology;29000;126000;Ensemble II;technology, typology;Middle Paleolithic;Mousterian - Eurasia;747
La Rouquette;France;Europe;Western Europe;open air;1.706;43.995;La Rouquette AH C-E Archaeological Assemblage;5;raw material, technology, typology;29000;126000;Ensemble III;technology, typology;Middle Paleolithic;Mousterian - Eurasia;503
La Viña;Spain;Europe;Southern Europe;rock shelter;-4.837;39.327;Level I.B archaeological assemblage;1;raw material, technology, typology;40000;350000;I.B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1300
Latrote;France;Europe;Western Europe;open air;-0.315;43.824;Latrote Unit 3 Archaeological Assemblage;1;raw material, technology, typology;21760;59000;Unit 3;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2369
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 8 Archaeological Assemblage;6;raw material, technology, typology;35000;350000;Unit 8;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 9 Archaeological Assemblage;7;raw material, technology, typology;35000;350000;Unit 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Laussel_Grand Abri;France;Europe;Western Europe;rock shelter;1.107;44.948;Laussel_Grand Abri Unit 11 Archaeological Assemblage;8;raw material, technology, typology;35000;350000;Unit 11;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Mas-Viel;France;Europe;Western Europe;cave;1.851;44.697;Le Mas-Viel Unit 2 Archaeological Assemblage;1;raw material, technology, typology;30000;350000;Unit 2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit J Archaeological Assemblage;3;raw material, technology, typology;37700;42900;Unit J;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit F Archaeological Assemblage;6;miscellaneous finds, raw material, technology, typology;40700;300000;Unit F;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Moustier_Abri inférieur;France;Europe;Western Europe;rock shelter;1.06;44.994;Le Moustier_Abri inférieur Unit B Archaeological Assemblage;7;raw material, technology, typology;40700;300000;Unit B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Le Prissé;France;Europe;Western Europe;open air;-1.459;43.482;Le Prissé Complex II C6 Patinated Mousterian Archaeological Assemblage;3;raw material, typology, technology;45000;78000;Complex II C6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1336
Le Prissé;France;Europe;Western Europe;open air;-1.459;43.482;Le Prissé Complex II C6 Acheulean Archaeological Assemblage;4;raw material, typology, technology;45000;78000;Complex II C6;typology, technology;Middle Paleolithic;Mousterian - Eurasia;107
Le Rescoundudou;France;Europe;Western Europe;collapsed cave;2.574;44.417;Le Rescoundudou Unit C1 Archaeological Assemblage;1;raw material, technology, typology;71000;126000;Unit C1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Les Canalettes;France;Europe;Western Europe;rock shelter;3.26;43.982;Les Canalettes Unit 2 Archaeological Assemblage;1;raw material, technology, typology;67500;79500;Unit 2;technology, typology;Middle Paleolithic;Mousterian - Eurasia;15826
Les Cottés;France;Europe;Western Europe;cave;0.841;46.692;Les Cottés Layer 2 Archaeological Assemblage;9;raw material, technology, typology;36900;55300;Layer 2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Les Fieux;France;Europe;Western Europe;collapsed shelter;1.689;44.877;Les Fieux Central Unit Ks Archaeological Assemblage;5;raw material, technology, typology;30000;126000;Unit K;typology, technology;Middle Paleolithic;Mousterian - Eurasia;-1
Les Fieux;France;Europe;Western Europe;collapsed shelter;1.689;44.877;Les Fieux West Unit K Archaeological Assemblage;6;raw material, technology, typology;30000;126000;Unit K;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1890
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Unit 9 Archaeological Assemblage;1;raw material, technology, typology;40130;62400;UL B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;444
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Unit 10 Archaeological Assemblage;2;raw material, technology, typology;40130;62400;UL B;technology, typology;Middle Paleolithic;Mousterian - Eurasia;550
Les Pradelles;France;Europe;Western Europe;collapsed shelter;0.432;45.74;Les Pradelles Facies 4a Archaeological Assemblage;3;organic tools, raw material, technology, typology;46780;62400;UL C;technology, typology, organic tools;Middle Paleolithic;Mousterian - Eurasia;1191
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit IIIa Archaeological Assemblage;1;raw material, typology, technology, miscellaneous finds;11780;116000;Unit IIIa;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;1804
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit IV Archaeological Assemblage;2;raw material, typology, technology, miscellaneous finds;11780#11780;116000#116000;Unit IVa#Unit IVc;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;453
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit Vb Archaeological Assemblage;3;raw material, typology, technology, miscellaneous finds;60000;126000;Unit Vb;typology, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;50
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VI Archaeological Assemblage;4;raw material, typology, technology;116000;126000;Unit VI;technology, typology;Middle Paleolithic;Mousterian - Eurasia;112
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VII Archaeological Assemblage;5;raw material, typology, technology;126000;300000;Unit VII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;13
Lezetxiki;Spain;Europe;Southern Europe;cave;-2.529;43.079;Lezetxiki Unit VIII Archaeological Assemblage;6;raw material, typology, technology;126000;300000;Unit VIII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;1
Loewenburg Neu-Muehlefeld III;Switzerland;Europe;Central Europe;open air;7.3;47.41;Loewenburg Neu-Muehlefeld III Mousterian assemblage finds;1;raw material, technology, typology;50000;75000;Mousterian assemblage;typology, technology;Middle Paleolithic;Mousterian - Eurasia;364
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Association C artefacts;1;raw material, technology, typology;30150;78120;Association C;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-iii artefacts;2;raw material, technology, typology;43830;78120;Unit B-iii;typology, technology;Middle Paleolithic;Mousterian - Eurasia;46
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:05 artefacts;3;raw material, technology, typology;43830;78120;Unit B-ii:05;typology, technology;Middle Paleolithic;Mousterian - Eurasia;15
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:04 artefacts;4;raw material, technology, typology;43830;78120;Unit B-ii:04;typology, technology;Middle Paleolithic;Mousterian - Eurasia;51
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:03 artefacts;5;raw material, technology, typology;43830;78120;Unit B-ii:03;technology, typology;Middle Paleolithic;Mousterian - Eurasia;2269
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:02 artefacts;6;raw material, technology, typology;43830;78120;Unit B-ii:02;technology, typology;Middle Paleolithic;Mousterian - Eurasia;86
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-ii:01 artefacts;7;raw material, technology, typology;43830;78120;Unit B-ii:01;typology, technology;Middle Paleolithic;Mousterian - Eurasia;158
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-i:03 artefacts;8;raw material, technology, typology;43830;78120;Unit B-i:03;technology, typology;Middle Paleolithic;Mousterian - Eurasia;20
Lynford Quarry;United Kingdom;Europe;Western Europe;quarry;0.686;52.519;Unit B-i:02 artefacts;9;raw material, technology, typology;43830;78120;Unit B-i:02;technology, typology;Middle Paleolithic;Mousterian - Eurasia;52
Marcello Zei;Italy;Europe;Southern Europe;cave;17.58;40.7;Marcello Zei Unit A1-A4;1;miscellaneous finds, organic tools, raw material, typology;70000#70000#70000#70000;100000#100000#100000#100000;Unit A1#Unit A2#Unit A3#Unit A4;organic tools, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;887
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit B2 finds;10;technology, typology;45000;105000;Unit B2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;901
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit B3 finds;11;miscellaneous finds, technology, typology;105000;109000;Unit B3;typology, technology, miscellaneous finds;Middle Paleolithic;Mousterian - Eurasia;876
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit B4 finds;12;technology, typology;109000;130000;Unit B4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;87
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D1 finds;13;technology, typology;109000;130000;Unit D1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;32
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D2 finds;14;miscellaneous finds, organic tools, technology, typology;109000#109000;130000#130000;Unit D14#Unit D2;miscellaneous finds, technology, organic tools, typology;Middle Paleolithic;Mousterian - Eurasia;60
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D3 finds;15;miscellaneous finds, organic tools, technology, typology;109000;130000;Unit D3;technology, organic tools, miscellaneous finds, typology;Middle Paleolithic;Mousterian - Eurasia;115
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D4 finds;16;miscellaneous finds, organic tools, technology, typology;109000;130000;Unit D4;typology, organic tools, miscellaneous finds, technology;Middle Paleolithic;Mousterian - Eurasia;45
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D5 finds;17;technology, typology;109000;130000;Unit D5;typology, technology;Middle Paleolithic;Mousterian - Eurasia;36
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D6 finds;18;technology, typology;109000;130000;Unit D6;technology, typology;Middle Paleolithic;Mousterian - Eurasia;41
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D7 finds;19;technology, typology;109000;130000;Unit D7;typology, technology;Middle Paleolithic;Mousterian - Eurasia;56
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D8 finds;20;technology, typology;109000;130000;Unit D8;technology, typology;Middle Paleolithic;Mousterian - Eurasia;39
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D9 finds;21;technology, typology;109000;130000;Unit D9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;51
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D10-D11 finds;22;technology, typology;109000#109000;130000#130000;Unit D10#Unit D11;technology, typology;Middle Paleolithic;Mousterian - Eurasia;84
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D12 finds;23;technology, typology;109000;130000;Unit D12;technology, typology;Middle Paleolithic;Mousterian - Eurasia;49
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit D13 finds;24;technology, typology;109000;130000;Unit D13;typology, technology;Middle Paleolithic;Mousterian - Eurasia;34
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit B1-B4 Spinapolice finds;25;raw material, technology, typology;45000#45000#105000#109000;105000#105000#109000#130000;Unit B1#Unit B2#Unit B3#Unit B4;technology, typology;Middle Paleolithic;Mousterian - Eurasia;518
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit AV finds;4;technology, typology;45000;105000;Unit AV;typology, technology;Middle Paleolithic;Mousterian - Eurasia;58
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit AVI finds;5;technology, typology;45000;105000;Unit AVI;typology, technology;Middle Paleolithic;Mousterian - Eurasia;64
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit AVII finds;6;technology, typology;45000;105000;Unit AVII;typology, technology;Middle Paleolithic;Mousterian - Eurasia;68
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit AVIII finds;7;miscellaneous finds, technology, typology;45000;105000;Unit AVIII;miscellaneous finds, technology, typology;Middle Paleolithic;Mousterian - Eurasia;106
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit AIX finds;8;technology, typology;45000;105000;Unit AIX;technology, typology;Middle Paleolithic;Mousterian - Eurasia;37
Mario Bernardini;Italy;Europe;Southern Europe;cave;17.95;40.16;Mario Bernardini Unit B1 finds;9;technology, typology;45000;105000;Unit B1;typology, technology;Middle Paleolithic;Mousterian - Eurasia;118
Meillers;France;Europe;Western Europe;open air;3.112;46.518;Mousterian (Bt);2;raw material, technology, typology;71000;116500;Unit 1/Bt;typology, technology;Middle Paleolithic;Mousterian - Eurasia;3379
Mittlere Klause;Germany;Europe;Central Europe;cave;11.785;48.935;Mittlere Klause II;2;raw material, technology, typology;40000;350000;Mittlere Klause GH D;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Mochi;Italy;Europe;Southern Europe;rock shelter;7.534;43.784;Mochi Unit I finds;1;raw material, technology, typology;41800;60000;Unit I;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1046
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 56 finds;1;feature, raw material, technology, typology;70000;110000;Layer 56;typology, technology, feature;Middle Paleolithic;Mousterian - Eurasia;1692
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 44 finds;2;raw material, technology, typology;70000;110000;Layer 44;technology, typology;Middle Paleolithic;Mousterian - Eurasia;691
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 46 finds;3;raw material, technology, typology;70000;110000;Layer 46;typology, technology;Middle Paleolithic;Mousterian - Eurasia;529
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 47 finds;4;raw material, technology, typology;70000;110000;Layer 47;technology, typology;Middle Paleolithic;Mousterian - Eurasia;327
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 48 finds;5;raw material, technology, typology;70000;110000;Layer 48;typology, technology;Middle Paleolithic;Mousterian - Eurasia;934
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 49 finds;6;raw material, technology, typology;70000;110000;Layer 49;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1368
Molare;Italy;Europe;Southern Europe;rock shelter;15.475;40.039;Molare Layer 43 finds;7;feature;70000;110000;Layer 43;feature;Middle Paleolithic;Mousterian - Eurasia;-1
Molodova V;Ukraine;Europe;Eastern Europe;open air;26.62;48.504;Moldova V Layer 11 1997-2003 Archaeological Assemblage;1;function, raw material, technology, typology;32040#32040;300000#300000;Unit 6.3#Unit 6.6;typology, function, technology;Middle Paleolithic;Mousterian - Eurasia;312
Molodova V;Ukraine;Europe;Eastern Europe;open air;26.62;48.504;Moldova V Layer 12a 1962 Archaeological Assemblage;2;raw material, technology, typology;32040;300000;Unit 6.1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;275
Molodova V;Ukraine;Europe;Eastern Europe;open air;26.62;48.504;Moldova V Layer 12 1997-2003 Archaeological Assemblage;3;raw material, technology, typology;32040#32040;300000#300000;Unit 5#Unit 6.1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;725
Molodova V;Ukraine;Europe;Eastern Europe;open air;26.62;48.504;Moldova V Layer 12 1962 Archaeological Assemblage;4;function, raw material, technology, typology;32040#32040;300000#300000;Unit 5#Unit 6.1;technology, typology, function;Middle Paleolithic;Mousterian - Eurasia;2281
Moscerini;Italy;Europe;Southern Europe;cave;13.477;41.24;Moscerini Layer 14-18, 20-26, 37-39 finds;1;miscellaneous finds, organic tools, raw material, technology, typology;70000#70000#70000#70000#70000#70000#70000#70000#80000#80000#80000#80000#80000#80000#80000;80000#80000#80000#80000#80000#80000#80000#80000#120000#120000#120000#120000#120000#120000#120000;Layer 14#Layer 15#Layer 16#Layer 17#Layer 18#Layer 20#Layer 21#Layer 22#Layer 23#Layer 24#Layer 25#Layer 26#Layer 37#Layer 38#Layer 39;miscellaneous finds, technology, typology, organic tools;Middle Paleolithic;Mousterian - Eurasia;532
Mujina Pecina;Croatia;Europe;Southern Europe;cave;16.221;43.567;Mujina Pecina Layer B-C finds;1;raw material, technology, typology;42000#42000;43500#43500;Layer B#Layer C;technology, typology;Middle Paleolithic;Mousterian - Eurasia;383
Mujina Pecina;Croatia;Europe;Southern Europe;cave;16.221;43.567;Mujina Pecina Layer D1-D2 finds;2;raw material, technology, typology;43500#43500;45000#45000;Layer D1#Layer D2;typology, technology;Middle Paleolithic;Mousterian - Eurasia;228
Nassigny;France;Europe;Western Europe;open air;2.608;46.495;Middle Paleolithic;1;raw material, technology, typology;0;115000;Unit 1;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1609
Nietoperzowa Cave;Poland;Europe;Central Europe;cave;19.775;50.194;Nietoperzowa Cave layer 14 assemblage;4;raw material, technology, typology;123000;191000;Nietoperzowa Cave layer 14;technology, typology;Middle Paleolithic;Mousterian - Eurasia;34
Nietoperzowa Cave;Poland;Europe;Central Europe;cave;19.775;50.194;Nietoperzowa Cave layer 12 assemblage;5;raw material, technology, typology;109000;123000;Nietoperzowa Cave layer 12;technology, typology;Middle Paleolithic;Mousterian - Eurasia;196
Nietoperzowa Cave;Poland;Europe;Central Europe;cave;19.775;50.194;Nietoperzowa Cave layer 9 assemblage;6;raw material, technology, typology;40000;71000;Nietoperzowa Cave layer 9;technology, typology;Middle Paleolithic;Mousterian - Eurasia;1
Nietoperzowa Cave;Poland;Europe;Central Europe;cave;19.775;50.194;Nietoperzowa Cave layer 10 assemblage;7;raw material, technology, typology;71000;109000;Nietoperzowa Cave layer 10;technology, typology;Middle Paleolithic;Mousterian - Eurasia;85
Noir Bois;Switzerland;Europe;Central Europe;open air;7.12;47.43;Noir Bois Layer 6A finds;1;raw material, technology, typology;50000;75000;Layer 6A;typology, technology;Middle Paleolithic;Mousterian - Eurasia;134
Noir Bois;Switzerland;Europe;Central Europe;open air;7.12;47.43;Noir Bois Layer 8A-8B finds;2;raw material, technology, typology;50000#50000;75000#75000;Layer 8A#Layer 8B;typology, technology;Middle Paleolithic;Mousterian - Eurasia;185
Obere Klause;Germany;Europe;Central Europe;cave;11.785;48.935;Obere Klause II;2;raw material, technology, typology;40000;350000;Obere Klause GH L;technology, typology;Middle Paleolithic;Mousterian - Eurasia;-1
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XXb assemblage;1;raw material, technology, typology;46000;105000;Oblazowa Cave Layer XX;technology, typology;Middle Paleolithic;Mousterian - Eurasia;39
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XIX assemblage;2;function, raw material, technology, typology;46000;50500;Oblazowa Cave Layer XIX;function, technology, typology;Middle Paleolithic;Mousterian - Eurasia;548
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XVII assemblage;3;raw material, technology, typology;42900;55900;Oblazowa Cave Layer XVII;technology, typology;Middle Paleolithic;Mousterian - Eurasia;51
Oblazowa Cave;Poland;Europe;Central Europe;cave;20.126;49.429;Oblazowa Cave AH XVI assemblage;4;raw material, technology, typology;43600;55900;Oblazowa Cave Layer XVI;typology, technology;Middle Paleolithic;Mousterian - Eurasia;47
